H-ID,type_id,source_language 965,language 1090,author_or_creator 15 H-ID,author 1091,title 1092,date 9,century 1093,date_freetext 1094,geste 1097 H-ID,geste_freetext 1098,scripta 1099,scripta_freetext 1100,status_trad 1101,status_trad_freetext 1102,lost_older_version_choice 1103,lost_older_version_identification 1104 H-ID,ancient_translations_freetext 1105,ancient_translations_total 1106,rewritings_freetext 1107,rewritings_total 1108,note 1109,jonas_id 1110,arlima_id 1111,deaf_reference 1112,moisan_reference 1113,moisan_cycle 1114,bossuat_reference 1115,stemma 1117 H-ID,suard_reference 1118,genre 1129,subgenre 1130,form 1163,verse_type 1165,length 1166,rhyme_type 1167,arlima_link 1181
576,101,,,,,Trahison de Pépin le Bossu ??,,,,168,Trahison de Pépin le Bossu ??,,,lost_low-cert,,,,,,,,"Fragm. néerlandais, mais peut-être un œuvre originale ; Cf. Kestemont, Produits de terroir… cf. BESAMUSCA , Bart : Unidentifizierte mittelniederländische Karlsepen. Die «Idée fixe» der mittelniederländischen Literatur als Übersetzungsliteratur, dans Chansons de geste im europäischen Kontext..., pp. 26-35.",,,,,,I p. 53; sIII p. 126,,,,,,,,,
694,101,,,,,Tristan de Nanteuil,1350-01-01 00:00:00|1380-01-01 00:00:00,,"XIV, 1350 ou 1375-1380",124,Tristan de Nanteuil,,Hainaut,surviving,,,,,,,,,,,,TN,Nanteuil,,,,,,,,,,https://arlima.net/no/2090
612,101,,fro_IT,,,Ugo d'Alvernia,1300-01-01 00:00:00|1400-01-01 00:00:00,,XIV,68,Huon d'Auvergne,,,surviving,,yes,,,,,,,,,,HA,indép.,I p. 85; sIII p. 186,,,,,,,,,https://arlima.net/no/342
541,101,,,,,Valentin et Orson / Sansnom,1300-01-01 00:00:00|1350-01-01 00:00:00,,XIV1/2,75,Valentin et Orson,,,lost,,,,"anglaise, allemande, néerlandaise, suédoise",,Mise en prose,,"la trad. anglaise conserve la trace d'une ""narration qui se lisait dans un poème (français perdu) en vers de la seconde moitié du XIVe siècle"" selon Doutrepont; cf. Moisan sIII. Aussi Valentin und Namelos allemand. Arlima:  L'hypothèse du chercheur suédois G. E. Klemming, supposant qu'il ait existé une chanson de geste intitulée Valentin et Sansnom, est aujourd'hui généralement acceptée par les spécialistes. Cette chanson perdue aurait été composée au XIVe siècle. Elle nous est premièrement connue sous forme d'une adaptation datant de la deuxième moitié du XIVe siècle, et dont il existe des représentants en allemand, en néerlandais et en suédois. La chanson de Valentin et Sansnom nous est aussi conservée sous forme d'un remaniement en prose française (voir ci-dessous).",,,,,,I p. 40; sIII p. 112,,,,,,,,,https://arlima.net/no/333
542,101,,,,,Vengeance Rioul,1100-01-01 00:00:00|1120-01-01 00:00:00,,"Xfin-XIIdeb, av. c. 1120",76,Vengeance Rioul,,,lost,,,,,,,,"Moisan sIII, Flamand Bauce et Vengeance de Rioul. Épitaphe du flamand Bauce, meurtrier de Guillaume Longue-Épée, dans l'église Saint-Pierre de Gand, témoigne d'une chanson de geste perdue, connue par les résumés de Wace, dans le Roman de Rou, qui évoque une geste qu'il avait entendu dans son enfance (c. 1110-1120), traitant de l'assassinat de Guill. Longue-Épée à Picquigny en 972, et qui ajoutait des traits épiques (Bauce ou Bauches ou Bautes d'Espaigne serait le neveu de Rioul, à qui Guillaume aurait fait crever les yeux, et qui vengerait ainsi son oncle); et Guillaume de Malmesbury, qui en donne un résumé dans le De rebus gestis regum Anglorum, c. 1119-1135. Quelques détails dans Breve chronicon Tornacense et Breve chronicon Turonense.",,,,,,,,,,,,,,,
695,101,,,,,Venjance Nostre Seigneur,1180-01-01 00:00:00|1220-01-01 00:00:00,,XIIfin XIIIdeb,77,Venjance Nostre Seigneur,,,surviving,,,,,,,,"Texte anti-juif en alexandrins rimés, entre hagiographie et épique. cf. Suard.",,,,,,,,,,,,,,,https://arlima.net/no/2111
581,101,,,,,Viven primitif,,,,119,Vivien?,,,lost_low-cert,perdue / hypoth. ?,,,,,,,"Voir le résumé par Moisan G1 et G2, et Al, et chanson de Vivien (à la fin) et les entrées corresp. Arlima et DLFMA. Aussi Moisan sIII.",,,,,,I p. 54; sII p. 26; sIII p. 127,,,,,,,,,
696,101,,,,,Vivien de Monbranc,1200-01-01 00:00:00|1320-01-01 00:00:00,,XIII1/2 ou XIIIfin XIVdeb,137,Vivien de Monbranc,,pic.?,surviving,,,,,,,,,,,,VM,"Doon de Maience, Charlemagne",,,,,,,,,,https://arlima.net/no/5035
702,101,,,,,Waldef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,101,,,,,Yde et Olive,1275-01-01 00:00:00|1320-01-01 00:00:00,,"XIIIfin XIVdeb, XIII4/4",228,Yde et Olive,,pic.,surviving,,,,,,,,cf. Huon de Bordeaux,,,,YO,Huon de Bord.,,,,,,,,,,https://arlima.net/no/2163
698,101,,,,,Yon de Metz ou la Venjance Fromondin,1200-01-01 00:00:00|1260-01-01 00:00:00,,c. 1260 [DEAF],82,Yon de Metz,,pic. [DEAF],surviving,,,,,,,,"Voir aussi Yonet, cf. DEAF. Venjance est elle résolument anti-flamande, selon Suard.",,,,YM,Lorrains,,,,,,,,,,https://arlima.net/no/2110
577,101,,,,,Yon de Metz perdu,1200-01-01 00:00:00|1250-01-01 00:00:00,,XIII 1/2,82,Yon de Metz,,,lost_low-cert,,,,néerlandaise,,,,"Différente de la suivante?? Moisan sIII: version à l'origine de la traduction néerlandaise des Lorrains, dont il ne reste que des fragments.",,,,,,,,,,,,,,,
699,101,,,,,Yonnet abrégé,1300-01-01 00:00:00|1330-01-01 00:00:00,,XIV1/3,82,Yon de Metz,,,surviving,,,,,,,,Version du ms. Arsenal 3143.,,,,,,,,,,,,,,,
582,101,,,,,Yonnet perdu,1225-01-01 00:00:00|1250-01-01 00:00:00,,XIII2/4,82,Yon de Metz,,,lost_low-cert,perdue / hypoth. / à rejeter?,,,,,Mise en prose de Philippe de Vigneulles.,,"Absent de Moisan, Bossuat, etc. ?? Suard p. 215. Connue par l'abrégément du ms. Arsenal 3143, et la mise en prose de Philippe de Vigneulles. Mais, en fait, la version 'abrégée' en vers pourrait être un remaniement de la mise en prose de Phil.Vign.",,,,,,I p. 54; sII p. 27; sIII p. 127,,,,,,,,,
